Id,SalePrice
1461,123020.33108329019
1462,156854.2847373976
1463,189207.80354933804
1464,192751.4088606845
1465,196570.85515592844
1466,171194.23319527155
1467,184055.56607035015
1468,166465.4438335775
1469,192060.3830643188
1470,122982.7657657607
1471,179654.35234625073
1472,101965.46030160435
1473,99879.4378406258
1474,144694.56924230457
1475,105371.1146071754
1476,373482.16316998895
1477,256549.9712165622
1478,270851.9753352377
1479,288720.05366606504
1480,502109.6051241807
1481,342092.2521758043
1482,207442.5079302071
1483,181315.81370801956
1484,162153.98731145269
1485,184321.9125135646
1486,191518.71227370662
1487,337943.8953157616
1488,217108.18862684543
1489,192892.1729888027
1490,242832.51940405817
1491,188674.1070900273
1492,92050.72547335934
1493,169531.5082904915
1494,282800.5241995667
1495,292480.356957351
1496,237586.99384279287
1497,181685.17798473727
1498,174173.31007372926
1499,167943.49663467688
1500,159285.89380864007
1501,181303.48339890386
1502,145140.2259323405
1503,286515.60245110036
1504,233471.97061812787
1505,221487.4259490875
1506,197346.77083338887
1507,248726.45410164923
1508,199639.97738487358
1509,160496.51886287238
1510,145796.6680521046
1511,150531.47165381614
1512,180663.71890411098
1513,147702.8943586969
1514,156741.05477234928
1515,184181.07671495248
1516,147597.80046853796
1517,172232.00429857403
1518,131427.66363751912
1519,214204.841559432
1520,136434.30283817058
1521,138428.92301289848
1522,180250.79681208738
1523,113678.74779546136
1524,130541.22446733653
1525,122455.93764156748
1526,107594.3139352677
1527,112151.92320623444
1528,141464.3296040499
1529,149265.70936710248
1530,187086.4058810202
1531,102545.64548997267
1532,98859.05863902159
1533,154695.96587989025
1534,122722.73229426722
1535,144200.72891354206
1536,108622.53569558245
1537,57406.30171008777
1538,146475.3305285712
1539,198210.12869955882
1540,85797.07221418007
1541,132952.70406161022
1542,143967.11475481035
1543,199977.61510788486
1544,87153.38163108028
1545,114489.60318398883
1546,129949.25673164772
1547,132195.57272485763
1548,136275.10777476852
1549,115488.08231627701
1550,131767.18444505028
1551,109238.37620407621
1552,145451.0588564714
1553,153705.22483502468
1554,121530.53627723288
1555,167293.32797474338
1556,82979.9071657129
1557,116270.27950377051
1558,95604.06204148286
1559,70954.44393096677
1560,129282.45772912419
1561,126039.11336097585
1562,127017.20076140942
1563,118776.74864606724
1564,158714.38365323347
1565,147720.2278945583
1566,238921.3636718896
1567,77030.09272987807
1568,231588.91158489286
1569,133088.04063388944
1570,139601.05176912624
1571,125587.8724673084
1572,145874.90139844365
1573,249486.86315290522
1574,122139.37068521118
1575,219061.36234657964
1576,241223.74203235863
1577,183607.5652046062
1578,141140.4857160168
1579,158698.1599798752
1580,190143.05570660578
1581,157605.7071854393
1582,126908.09845552496
1583,290105.9953008836
1584,210148.76078321302
1585,136604.57822648378
1586,67393.12388672284
1587,104073.86725975257
1588,157604.21109259067
1589,91657.27130993875
1590,136776.8483297376
1591,94206.88350257142
1592,113410.87357789499
1593,121402.58859663116
1594,121440.57717717589
1595,108534.67811353102
1596,227961.1124684617
1597,183551.61084328793
1598,225237.58928556793
1599,152601.50847935316
1600,150333.9289878887
1601,66543.4830363932
1602,115763.55141938273
1603,79037.85957488896
1604,270678.44426498405
1605,239162.61173128776
1606,172676.2646717535
1607,175849.20339189377
1608,212173.4361275123
1609,183616.13058343722
1610,159328.32174794478
1611,137844.31899217586
1612,176892.93765111468
1613,165140.98820841205
1614,119137.34728194244
1615,96723.0152837733
1616,83445.97502941305
1617,91303.83516422122
1618,126093.41412536234
1619,140750.6375130756
1620,157759.46353602293
1621,144126.50056474804
1622,143937.91154999216
1623,267289.47880951053
1624,214370.8449323069
1625,119262.43162624665
1626,161158.95467103578
1627,191213.68957237594
1628,278058.1020916114
1629,179329.80652888742
1630,375527.0341106396
1631,220968.5147135409
1632,241546.87121931903
1633,165979.84004562916
1634,184824.72570278228
1635,169079.8344386934
1636,151443.22271045882
1637,202582.40624320164
1638,180915.32515353037
1639,176742.782999603
1640,251302.73771629564
1641,181529.43740423213
1642,239767.7778167293
1643,217185.70558959444
1644,244999.5693337651
1645,205103.9831267212
1646,158723.75153147735
1647,156235.5285416448
1648,132110.72597293384
1649,140684.87529177975
1650,113020.34930283115
1651,118957.17123952498
1652,101525.87679322455
1653,103190.03045147403
1654,139812.41955797453
1655,134555.21676639907
1656,136572.25051935067
1657,143363.6390139597
1658,141048.00300684877
1659,113440.58251314326
1660,158127.8973096231
1661,440545.3359935234
1662,393500.2642980059
1663,372094.6685710371
1664,546491.9458619056
1665,295909.9202770825
1666,334129.71414110175
1667,390601.3001467096
1668,332358.9968447556
1669,286732.1561002368
1670,332442.24354466214
1671,269154.866081447
1672,438342.30941673013
1673,292202.89498933137
1674,244106.27205140266
1675,201542.6330867935
1676,195829.96570814622
1677,220656.34616378119
1678,509538.3344302402
1679,410547.4835900128
1680,330951.30737763667
1681,239775.87474881476
1682,316328.54841026175
1683,191869.2081105766
1684,178635.1113186261
1685,170489.448334103
1686,166804.01766472933
1687,167949.01409441273
1688,190193.6591908541
1689,194182.0892424451
1690,193820.20269704913
1691,178148.96669550022
1692,257846.77229303922
1693,169700.7861923837
1694,181375.416585203
1695,162084.40760668906
1696,268395.0618404802
1697,168949.9288511202
1698,344327.50820037746
1699,305680.07372953114
1700,256306.2708831772
1701,274506.210809043
1702,249060.18818413033
1703,238147.9226247918
1704,284813.54786539235
1705,243614.74283710535
1706,463335.61375349486
1707,221834.333884742
1708,207067.1816249693
1709,259622.72942827042
1710,218223.0569863643
1711,269544.50859431265
1712,242825.48857308514
1713,272797.380740505
1714,233005.73376186148
1715,207612.5393261592
1716,179136.52008460907
1717,170977.9852073039
1718,131307.2301677058
1719,206755.35777693824
1720,227052.42775902
1721,162296.28971881932
1722,123768.14588670863
1723,157268.34052801318
1724,181208.60597880316
1725,228629.02958609178
1726,187128.8022175084
1727,151010.90000942696
1728,179362.69439852738
1729,162207.68158164326
1730,149363.99263953464
1731,122015.28394899357
1732,126043.64928998172
1733,113626.2477798247
1734,125188.59386015045
1735,125710.79295195219
1736,111952.3592897396
1737,275126.60846091015
1738,262814.37639837526
1739,242993.0641175362
1740,220796.48404154123
1741,188570.86949151728
1742,173015.02213610374
1743,176049.1824359313
1744,327437.19805698853
1745,211912.36300854178
1746,165336.88268219534
1747,213777.76954476652
1748,228866.99565288544
1749,151284.20411797325
1750,130315.28369013348
1751,244700.04867939788
1752,117683.20167841067
1753,152860.1583781929
1754,199392.68863126799
1755,166731.98340629612
1756,133701.7304390436
1757,122429.0896240722
1758,154927.0031567842
1759,153918.96054131692
1760,157014.75043379018
1761,148661.9077046571
1762,172698.61876114307
1763,174202.53815400382
1764,118014.00983804697
1765,180293.45415180942
1766,190572.74798596106
1767,220597.39301905216
1768,144266.0544272174
1769,170616.99459356783
1770,155313.85293217955
1771,120709.74775955385
1772,133493.48481770302
1773,122402.8297941002
1774,141182.6736139989
1775,142278.65546825496
1776,128045.58174365862
1777,107913.14173658997
1778,138878.96807725995
1779,122426.44648412171
1780,173578.8234378352
1781,127679.80353934971
1782,86758.92660617192
1783,140318.3665403828
1784,112587.80772976966
1785,127919.97980098013
1786,137317.77370683663
1787,158527.19447415054
1788,59284.08285941146
1789,97573.76757407657
1790,77671.62990664813
1791,180770.14640124663
1792,169247.5506978564
1793,135305.12809219034
1794,160873.21547124253
1795,132711.8172571174
1796,115573.22141914874
1797,114203.64955255915
1798,123676.12138422372
1799,115481.5797069953
1800,131958.7182613116
1801,132333.60819236797
1802,131235.1604723747
1803,146842.6982064852
1804,135947.02658857463
1805,135969.7708014378
1806,123642.48419613965
1807,133375.09455928666
1808,119980.52994561006
1809,119918.88679431553
1810,140360.35035299297
1811,98644.6589599023
1812,99817.8003385498
1813,131587.55240254544
1814,94927.37641319117
1815,53151.904860496565
1816,99822.67329254565
1817,103572.26460366532
1818,150647.80272474035
1819,127773.30286162137
1820,56027.19083448505
1821,110495.24121860013
1822,147204.8063001518
1823,45500.8749326074
1824,124855.34200222066
1825,137796.94858158636
1826,104398.46503444496
1827,98951.30304777976
1828,132419.37423625033
1829,115648.20093822837
1830,147192.5616467968
1831,146388.1000602093
1832,62812.628111534614
1833,136198.26573162182
1834,111311.23499014684
1835,131460.73795209522
1836,124420.17180787036
1837,88001.99728719644
1838,135283.7035856429
1839,99752.82599161788
1840,140288.62601552252
1841,142855.33753938583
1842,95831.45196705795
1843,118403.4341742715
1844,136495.52635980386
1845,145980.65476471474
1846,151230.36825761283
1847,165451.9370416649
1848,49472.827307959546
1849,117146.4378496729
1850,120923.37149933273
1851,159889.22746754336
1852,122937.10348837324
1853,133852.52820507681
1854,163758.2268754834
1855,146147.17140859657
1856,223756.6831368722
1857,134363.09517809434
1858,132741.56122671804
1859,116095.10594298324
1860,137688.6857425892
1861,114680.77579567468
1862,297733.5064569444
1863,282560.6349330208
1864,282627.0400186746
1865,338100.66012706055
1866,319830.72987718636
1867,218173.77670949794
1868,291414.81199539645
1869,202194.86050960733
1870,215254.8949453344
1871,243682.6919663362
1872,171634.81235767165
1873,240212.60478100582
1874,156306.03525807135
1875,206165.49347400467
1876,201242.56918014653
1877,213089.49237090506
1878,195186.01452064773
1879,132018.86757784526
1880,137853.74478643102
1881,244083.86147357267
1882,243225.2071145932
1883,185742.20115109894
1884,205498.83558289226
1885,238351.52590140654
1886,284664.24971465225
